"Dog.ID","Total.Tests.Completed","Time.diff.between.first.and.last.game..days.","Time.diff.between.first.and.last.game..minutes.","User.ID","Gender","Birthday","Breed","Breed_Type","Breed_Group","Weight","Dog_Fixed","DNA_Tested","Dimension","Sign_in_Count","Max_Dogs","Subscribed","City","State","Country","Exclude","Free_Start_User","Membership_Type"
"fd280826-7144-11e5-ba71-058fbc01cf0b",4,0.0144907407209608,20.8666666381836,"ce13985c-7144-11e5-ba71-058fbc01cf0b","male",2013,"Other","Pure Breed","Herding",10,1,0,"0",1,1,0,"Test","FL","US","0","0","1"
"fd2808b2-7144-11e5-ba71-058fbc01cf0b",11,34.9572685185129,50338.4666666586,"ce137656-7144-11e5-ba71-058fbc01cf0b","male",2008,"Other","Pure Breed","Toy",10,1,0,"0",12,1,0,"Oreland","PA","US","0","0","1"
"fd28093e-7144-11e5-ba71-058fbc01cf0b",2,0.00356481480633771,5.1333333211263,"ce139a6e-7144-11e5-ba71-058fbc01cf0b","female",2010,"Other","Mixed Breed/ Other/ I Don't Know","0",70,1,0,"0",4,1,1,"Carrboro","PA","US","0","0","2"
"fd2809c0-7144-11e5-ba71-058fbc01cf0b",4,0.00815972232112178,11.7500001424154,"ce139bea-7144-11e5-ba71-058fbc01cf0b","female",2011,"Other","Pure Breed","Non-Sporting",10,1,0,"0",2,2,0,"Carrboro","TX","US","0","0","2"
"fd3ccd24-7144-11e5-ba71-058fbc01cf0b",4,0.00520833337289316,7.50000005696615,"ce139bea-7144-11e5-ba71-058fbc01cf0b","female",2008,"Other","Pure Breed","Non-Sporting",20,1,0,"0",2,2,0,"Carrboro","TX","US","0","0","2"
"fd3ccf2c-7144-11e5-ba71-058fbc01cf0b",22,283.929814814823,408858.933333345,"ce135766-7144-11e5-ba71-058fbc01cf0b","female",2008,"Shih Tzu","Pure Breed","Toy",190,1,0,"einstein",355,7,1,"Cary","NC","US","0","0","2"
"fd3cd40e-7144-11e5-ba71-058fbc01cf0b",10,0.0389004629092746,56.0166665893554,"ce139cb2-7144-11e5-ba71-058fbc01cf0b","male",2009,"Doberman Pinscher","Pure Breed","Working",80,0,1,"0",2,1,1,"Carrboro","NC","US","0","0","1"
"fd3cd4d6-7144-11e5-ba71-058fbc01cf0b",20,6.17731481487698,8895.33333342285,"ce139e1a-7144-11e5-ba71-058fbc01cf0b","female",2007,"German Shepherd Dog","Pure Breed","Herding",70,1,0,"charmer",7,1,1,"Melbourne","NM","US","0","0","1"
"fd3cd8d2-7144-11e5-ba71-058fbc01cf0b",7,13.7597569444925,19814.0500000692,"ce13a108-7144-11e5-ba71-058fbc01cf0b","male",2010,"Other","Pure Breed","Herding",20,1,0,"0",5,1,1,"Alexandria","KS","US","0","0","2"
"fd3cd99a-7144-11e5-ba71-058fbc01cf0b",20,12.1257291666695,17461.0500000041,"ce13a5cc-7144-11e5-ba71-058fbc01cf0b","male",2010,"Other","Cross Breed","0",20,1,0,"renaissance-dog",12,3,1,"Alexandria","NY","US","0","0","3"
"fd3cec50-7144-11e5-ba71-058fbc01cf0b",4,0.0264004629601373,38.0166666625977,"ce13a734-7144-11e5-ba71-058fbc01cf0b","female",2010,"Other","Pure Breed","Working",70,1,0,"0",4,2,1,"Singapore","CA","US","0","0","1"
"fd3cf5c4-7144-11e5-ba71-058fbc01cf0b",4,0.00773148145322447,11.1333332926432,"ce13a734-7144-11e5-ba71-058fbc01cf0b","male",2011,"German Shepherd Dog","Pure Breed","Herding",80,1,0,"0",4,2,1,"Singapore","CA","US","0","0","1"
"fd3cf678-7144-11e5-ba71-058fbc01cf0b",7,0.0230324073932789,33.1666666463216,"ce13a7e8-7144-11e5-ba71-058fbc01cf0b","female",2010,"Other","Cross Breed","0",10,1,0,"0",4,1,1,"Mountain View","MA","US","0","0","1"
"fd3cf718-7144-11e5-ba71-058fbc01cf0b",17,20.09795138892,28941.0500000448,"ce135e14-7144-11e5-ba71-058fbc01cf0b","female",2012,"Shih Tzu","Pure Breed","Toy",190,1,1,"0",181,13,1,"Raleigh","NC","US","1","0","2"
"fd3cf8ee-7144-11e5-ba71-058fbc01cf0b",20,2.99444444442466,4311.99999997151,"ce13b152-7144-11e5-ba71-058fbc01cf0b","female",2006,"Other","Pure Breed","Terrier",10,1,1,"protodog",8,1,0,"Mountain View","OR","US","0","0","1"
"fd3cf984-7144-11e5-ba71-058fbc01cf0b",4,0.00825231475830078,11.8833332519531,"ce21d7d2-7144-11e5-ba71-058fbc01cf0b","male",2009,"Labrador Retriever","Pure Breed","Sporting",100,1,0,"0",7,2,1,"Bloomfield Hills","MO","US","0","0","3"
"fd3cfa1a-7144-11e5-ba71-058fbc01cf0b",4,0.00840277783429181,12.1000000813802,"ce21d7d2-7144-11e5-ba71-058fbc01cf0b","female",2001,"Other","Pure Breed","Terrier",10,1,0,"0",7,2,1,"Bloomfield Hills","MO","US","0","0","3"
"fd3cfab0-7144-11e5-ba71-058fbc01cf0b",38,744.33299768518,1071839.51666666,"ce137fca-7144-11e5-ba71-058fbc01cf0b","male",2010,"Poodle","Pure Breed","Non-Sporting",10,1,0,"charmer",41,3,1,"Owings","MD","US","0","0","2"
"fd3cfcfe-7144-11e5-ba71-058fbc01cf0b",20,6.50506944442184,9367.29999996745,"ce21df2a-7144-11e5-ba71-058fbc01cf0b","male",2004,"Other","Pure Breed","Sporting",80,1,0,"socialite",24,3,1,"Bloomfield Hills","FL","US","0","0","2"
"fd3cfd94-7144-11e5-ba71-058fbc01cf0b",20,101.850868055479,146665.24999989,"ce21e11e-7144-11e5-ba71-058fbc01cf0b","male",2008,"German Shepherd Dog","Pure Breed","Herding",80,1,0,"expert",23,2,1,"Philadelphia","CT","US","0","0","2"
"fd3cfe2a-7144-11e5-ba71-058fbc01cf0b",20,6.0323958334068,8686.65000010579,"ce21df2a-7144-11e5-ba71-058fbc01cf0b","male",2006,"Other","Pure Breed","Sporting",80,1,0,"socialite",24,3,1,"Bloomfield Hills","FL","US","0","0","2"
"fd3cfeb6-7144-11e5-ba71-058fbc01cf0b",20,143.853229166588,207148.649999887,"ce21e11e-7144-11e5-ba71-058fbc01cf0b","female",2007,"Poodle","Pure Breed","Non-Sporting",50,1,0,"protodog",23,2,1,"Philadelphia","CT","US","0","0","2"
"fd3cff4c-7144-11e5-ba71-058fbc01cf0b",21,43.0385185184422,61975.4666665568,"ce21df2a-7144-11e5-ba71-058fbc01cf0b","male",2012,"Other","Pure Breed","Sporting",40,1,0,"charmer",24,3,1,"Bloomfield Hills","FL","US","0","0","2"
"fd3d0078-7144-11e5-ba71-058fbc01cf0b",10,0.793356481473004,1142.43333332113,"ce21e736-7144-11e5-ba71-058fbc01cf0b","female",2010,"Other","Cross Breed","0",20,1,1,"0",2,1,0,"Durham","NY","US","0","0","1"
"fd3d01ae-7144-11e5-ba71-058fbc01cf0b",11,208.127129629604,299703.06666663,"ce21e826-7144-11e5-ba71-058fbc01cf0b","male",2011,"Chihuahua","Pure Breed","Terrier",70,1,0,"0",7,1,1,"Test","NJ","US","0","0","1"
"fd3d03fc-7144-11e5-ba71-058fbc01cf0b",4,0.00656250002825702,9.45000004069011,"ce21f122-7144-11e5-ba71-058fbc01cf0b","female",2010,"Golden Retriever","Pure Breed","Sporting",50,1,0,"0",8,2,1,"Test","IL","US","0","0","2"
"fd3d0492-7144-11e5-ba71-058fbc01cf0b",14,18.9854861111394,27339.1000000407,"ce21f528-7144-11e5-ba71-058fbc01cf0b","female",2011,"Other","Cross Breed","0",20,1,1,"0",5,1,1,"Davis","GA","US","0","0","2"
"fd3d05be-7144-11e5-ba71-058fbc01cf0b",11,0.0346643519592285,49.916666821289,"ce22007c-7144-11e5-ba71-058fbc01cf0b","female",2010,"Other","Pure Breed","Hound",50,1,0,"0",7,1,1,"Davis","FL","US","0","0","1"
"fd3d064a-7144-11e5-ba71-058fbc01cf0b",16,8.00487268518236,11527.0166666626,"ce22011c-7144-11e5-ba71-058fbc01cf0b","female",2002,"Golden Retriever-Labrador Retriever Mix","Cross Breed","0",60,1,0,"0",17,3,1,"Davis","TX","US","0","0","1"
"fd3d06e0-7144-11e5-ba71-058fbc01cf0b",16,8.00987268518518,11534.2166666667,"ce22011c-7144-11e5-ba71-058fbc01cf0b","male",2002,"Golden Retriever-Labrador Retriever Mix","Cross Breed","0",70,1,0,"0",17,3,1,"Davis","TX","US","0","0","1"
"fd3d0776-7144-11e5-ba71-058fbc01cf0b",20,55.14148148149,79403.7333333456,"ce2202e8-7144-11e5-ba71-058fbc01cf0b","female",2011,"Labrador Retriever","Pure Breed","Sporting",50,1,0,"einstein",46,3,1,"Goshen","OH","US","0","0","2"
"fd3d080c-7144-11e5-ba71-058fbc01cf0b",4,0.006030092598244,8.68333334147136,"ce2202e8-7144-11e5-ba71-058fbc01cf0b","female",2011,"Other","Cross Breed","0",10,1,0,"0",46,3,1,"Goshen","OH","US","0","0","2"
"fd3d0898-7144-11e5-ba71-058fbc01cf0b",45,362.525729166576,522037.049999869,"ce2203f6-7144-11e5-ba71-058fbc01cf0b","female",2011,"Chihuahua","Pure Breed","0",50,1,0,"socialite",91,1,1,"Spokane","WA","US","0","0","2"
"fd3d0938-7144-11e5-ba71-058fbc01cf0b",20,15.9163888888409,22919.5999999309,"ce2204a0-7144-11e5-ba71-058fbc01cf0b","male",2006,"Other","Mixed Breed/ Other/ I Don't Know","0",40,1,1,"socialite",28,2,1,"Saint Louis","MO","US","0","0","2"
"fd3d09ce-7144-11e5-ba71-058fbc01cf0b",20,15.9361111110744,22947.9999999471,"ce2204a0-7144-11e5-ba71-058fbc01cf0b","female",2011,"Other","Cross Breed","0",20,1,1,"ace",28,2,1,"Saint Louis","MO","US","0","0","2"
"fd3d0b7c-7144-11e5-ba71-058fbc01cf0b",7,399.613564814908,575443.533333468,"ce220734-7144-11e5-ba71-058fbc01cf0b","female",2011,"Boxer","Pure Breed","Working",40,1,0,"0",3,1,1,"Washington","DC","US","0","0","1"
"fd3d0c12-7144-11e5-ba71-058fbc01cf0b",4,0.00921296293188024,13.2666666219075,"ce2205ea-7144-11e5-ba71-058fbc01cf0b","male",2002,"Other","Pure Breed","Toy",20,1,0,"0",7,2,1,"Denham Springs","LA","US","0","0","2"
"fd3d0cb2-7144-11e5-ba71-058fbc01cf0b",5,628.359895833302,904838.249999955,"ce2205ea-7144-11e5-ba71-058fbc01cf0b","male",2011,"Other","Pure Breed","Non-Sporting",20,1,0,"0",7,2,1,"Denham Springs","LA","US","0","0","2"
"fd3d0d48-7144-11e5-ba71-058fbc01cf0b",20,14.0540509258835,20237.8333332722,"ce2207de-7144-11e5-ba71-058fbc01cf0b","female",2011,"Other","Mixed Breed/ Other/ I Don't Know","0",50,1,1,"expert",5,1,0,"Everett","WA","US","0","0","1"
"fd3d0dde-7144-11e5-ba71-058fbc01cf0b",14,1.85929398145322,2677.38333329264,"ce220892-7144-11e5-ba71-058fbc01cf0b","male",2011,"Other","Mixed Breed/ Other/ I Don't Know","0",60,1,1,"0",4,1,0,"Henderson","NV","US","0","0","1"
"fd3d0f00-7144-11e5-ba71-058fbc01cf0b",20,0.139710648221616,201.183333439127,"ce220a72-7144-11e5-ba71-058fbc01cf0b","male",2008,"Labradoodle","Popular Hybrid","0",10,0,0,"expert",5,1,1,"London ","LND","GB","0","0","1"
"fd3d0f96-7144-11e5-ba71-058fbc01cf0b",20,36.8969444443936,53131.5999999268,"ce220b12-7144-11e5-ba71-058fbc01cf0b","male",2011,"Other","Mixed Breed/ Other/ I Don't Know","0",100,1,1,"socialite",6,1,1,"Hancock","NH","US","0","0","1"
"fd3d102c-7144-11e5-ba71-058fbc01cf0b",20,2.87943287030821,4146.38333324382,"ce220bb2-7144-11e5-ba71-058fbc01cf0b","male",2011,"Other","Pure Breed","Herding",30,1,0,"charmer",4,2,1,"Old Lyme","CT","US","0","0","2"
"fd3d10cc-7144-11e5-ba71-058fbc01cf0b",20,2.86734953697205,4128.98333323975,"ce220bb2-7144-11e5-ba71-058fbc01cf0b","female",2011,"Golden Retriever","Pure Breed","Sporting",60,1,0,"ace",4,2,1,"Old Lyme","CT","US","0","0","2"
"fd3d1162-7144-11e5-ba71-058fbc01cf0b",20,7.77370370365567,11194.1333332642,"ce220cf2-7144-11e5-ba71-058fbc01cf0b","female",2011,"Other","Pure Breed","Sporting",20,1,0,"protodog",16,1,0,"Duncanville","TX","US","0","0","1"
"fd3d1202-7144-11e5-ba71-058fbc01cf0b",19,96.5704166666836,139061.400000024,"ce2209d2-7144-11e5-ba71-058fbc01cf0b","male",2011,"Other","Mixed Breed/ Other/ I Don't Know","0",10,1,1,"ace",14,1,0,"Victoria","BC","CA","0","0","1"
