Dog ID,Total Tests Completed,Time diff between first and last game (days),Time diff between first and last game (minutes),User ID,Gender,Birthday,Breed,Breed_Type,Breed_Group,Weight,Dog_Fixed,DNA_Tested,Dimension,Sign_in_Count,Max_Dogs,Membership_ID,Subscribed,City,State,Zip,Country,Exclude,Free_Start_User,Last_Active_At,Membership_Type
fd27e026-7144-11e5-ba71-058fbc01cf0b,6,0.026886574,38.71666655,ce135194-7144-11e5-ba71-058fbc01cf0b,male,2013,Dalmatian,Pure Breed,Non-Sporting,20,0,0,0,6,2,2,1,Birdsboro,PA,19508,US,0,0,01/00/1900 12:00:00 AM,2
fd27e0d0-7144-11e5-ba71-058fbc01cf0b,6,0.019074074,27.46666672,ce135194-7144-11e5-ba71-058fbc01cf0b,male,2004,I Don't Know,Mixed Breed/ Other/ I Don't Know,0,50,1,0,0,6,2,2,1,Birdsboro,PA,19508,US,0,0,01/00/1900 12:00:00 AM,2
fd27e1e8-7144-11e5-ba71-058fbc01cf0b,20,10.88181713,15669.81667,ce13851a-7144-11e5-ba71-058fbc01cf0b,female,2000,Border Collie-Labrador Retriever Mix,Cross Breed,Herding,40,0,0,charmer,27,2,2,1,Rødekro,83,6230,DK,0,0,10/09/2014 07:44:00 PM,2
fd27e31e-7144-11e5-ba71-058fbc01cf0b,23,47.94505787,69040.88333,ce13851a-7144-11e5-ba71-058fbc01cf0b,female,2008,Belgian Tervuren,Pure Breed,Herding,20,0,0,socialite,27,2,2,1,Rødekro,83,6230,DK,0,0,10/09/2014 07:44:00 PM,2
fd27e454-7144-11e5-ba71-058fbc01cf0b,45,960.5604398,1383207.033,ce1385c4-7144-11e5-ba71-058fbc01cf0b,female,2012,Mixed,Mixed Breed/ Other/ I Don't Know,0,70,1,1,maverick,27,2,2,1,Alexandria,CA,94952,US,0,0,09/28/2015 05:13:00 PM,2
fd27e580-7144-11e5-ba71-058fbc01cf0b,33,372.020463,535709.4667,ce1385c4-7144-11e5-ba71-058fbc01cf0b,male,2005,Labrador Retriever,Pure Breed,Sporting,70,1,0,stargazer,27,2,2,1,Alexandria,CA,94952,US,0,0,09/28/2015 05:13:00 PM,2
fd27e9a4-7144-11e5-ba71-058fbc01cf0b,22,116.1416782,167244.0167,ce135e14-7144-11e5-ba71-058fbc01cf0b,male,2012,Shih Tzu,Pure Breed,Toy,190,0,1,protodog,181,13,2,1,Raleigh,NC,27606,US,1,0,01/00/1900 12:00:00 AM,2
fd27eae4-7144-11e5-ba71-058fbc01cf0b,4,0.013900463,20.01666673,ce138722-7144-11e5-ba71-058fbc01cf0b,female,2011,Australian Terrier,Pure Breed,Terrier,10,0,0,0,2,2,2,1,Charlotte,NC,27371,US,0,0,01/00/1900 12:00:00 AM,2
fd27ed46-7144-11e5-ba71-058fbc01cf0b,25,103.8078125,149483.25,ce135e14-7144-11e5-ba71-058fbc01cf0b,female,2012,Shih Tzu,Pure Breed,Toy,190,0,0,maverick,181,13,2,1,Raleigh,NC,27606,US,1,0,01/00/1900 12:00:00 AM,2
fd27efb2-7144-11e5-ba71-058fbc01cf0b,20,1.000833333,1441.2,ce1389d4-7144-11e5-ba71-058fbc01cf0b,female,2009,Golden Retriever,Pure Breed,Sporting,80,1,0,einstein,7,1,1,0,Woodinville,CA,92116,US,0,0,01/00/1900 12:00:00 AM,1
fd27f110-7144-11e5-ba71-058fbc01cf0b,7,472.661331,680632.3167,ce1387cc-7144-11e5-ba71-058fbc01cf0b,male,2010,Bernese Mountain Dog,Pure Breed,Working,100,1,0,0,11,1,2,1,Woodinville,WA,98225,US,0,0,12/11/2014 10:12:00 PM,2
fd27f25a-7144-11e5-ba71-058fbc01cf0b,6,2.979780093,4290.883333,ce138a88-7144-11e5-ba71-058fbc01cf0b,male,2009,Chihuahua- Mix,Cross Breed,0,0,1,0,0,4,1,1,1,Oakland,IL,60626,US,0,0,01/01/2015 05:46:00 PM,1
fd27f4c6-7144-11e5-ba71-058fbc01cf0b,4,0.015486111,22.30000008,ce138f92-7144-11e5-ba71-058fbc01cf0b,male,2008,Shetland Sheepdog,Pure Breed,Herding,10,1,0,0,3,2,1,1,Singapore,1,249081,SG,0,0,06/22/2015 08:08:00 AM,1
fd27f732-7144-11e5-ba71-058fbc01cf0b,4,0.016863426,24.28333339,ce138f92-7144-11e5-ba71-058fbc01cf0b,female,2010,Shetland Sheepdog,Pure Breed,Herding,10,1,0,0,3,2,1,1,Singapore,1,249081,SG,0,0,06/22/2015 08:08:00 AM,1
fd27f868-7144-11e5-ba71-058fbc01cf0b,4,0.011296296,16.26666661,ce1390f0-7144-11e5-ba71-058fbc01cf0b,female,2011,Mixed,Mixed Breed/ Other/ I Don't Know,0,20,1,0,0,1,1,1,0,Oakland,DC,20002,US,0,0,01/00/1900 12:00:00 AM,1
fd27f9a8-7144-11e5-ba71-058fbc01cf0b,3,0.003009259,4.333333297,ce13919a-7144-11e5-ba71-058fbc01cf0b,male,2011,Chihuahua-Dachshund Mix,Cross Breed,0,10,1,0,0,4,2,1,0,Oakland,NY,11730,US,0,0,06/23/2014 08:42:00 PM,1
fd28010a-7144-11e5-ba71-058fbc01cf0b,2,0.004675926,6.733333191,ce137458-7144-11e5-ba71-058fbc01cf0b,female,2012,Finnish Spitz,Pure Breed,Non-Sporting,20,0,0,0,2,1,1,0,Durham,NC,27707,US,0,0,01/00/1900 12:00:00 AM,1
fd280236-7144-11e5-ba71-058fbc01cf0b,2,0.028333333,40.79999998,ce1394f6-7144-11e5-ba71-058fbc01cf0b,female,2001,Siberian Husky,Pure Breed,Working,50,1,0,0,6,1,2,1,Test,OH,45220,US,0,0,04/02/2014 04:44:00 PM,2
fd280344-7144-11e5-ba71-058fbc01cf0b,6,0.018773148,27.03333339,ce13964a-7144-11e5-ba71-058fbc01cf0b,female,2011,Rottweiler,Pure Breed,Working,80,1,0,0,4,1,1,1,Test,FL,32934,US,0,0,01/00/1900 12:00:00 AM,1
fd280826-7144-11e5-ba71-058fbc01cf0b,4,0.014490741,20.86666664,ce13985c-7144-11e5-ba71-058fbc01cf0b,male,2013,Pembroke Welsh Corgi,Pure Breed,Herding,10,1,0,0,1,1,1,0,Test,FL,33764,US,0,0,01/00/1900 12:00:00 AM,1
fd2808b2-7144-11e5-ba71-058fbc01cf0b,11,34.95726852,50338.46667,ce137656-7144-11e5-ba71-058fbc01cf0b,male,2008,Brussels Griffon,Pure Breed,Toy,10,1,0,0,12,1,1,0,Oreland,PA,19075,US,0,0,01/00/1900 12:00:00 AM,1
fd28093e-7144-11e5-ba71-058fbc01cf0b,2,0.003564815,5.133333321,ce139a6e-7144-11e5-ba71-058fbc01cf0b,female,2010,Mixed,Mixed Breed/ Other/ I Don't Know,0,70,1,0,0,4,1,2,1,Carrboro,PA,15216,US,0,0,01/29/2015 07:13:00 PM,2
fd2809c0-7144-11e5-ba71-058fbc01cf0b,4,0.008159722,11.75000014,ce139bea-7144-11e5-ba71-058fbc01cf0b,female,2011,French Bulldog,Pure Breed,Non-Sporting,10,1,0,0,2,2,2,0,Carrboro,TX,78738,US,0,0,01/00/1900 12:00:00 AM,2
fd3ccd24-7144-11e5-ba71-058fbc01cf0b,4,0.005208333,7.500000057,ce139bea-7144-11e5-ba71-058fbc01cf0b,female,2008,French Bulldog,Pure Breed,Non-Sporting,20,1,0,0,2,2,2,0,Carrboro,TX,78738,US,0,0,01/00/1900 12:00:00 AM,2
fd3ccf2c-7144-11e5-ba71-058fbc01cf0b,22,283.9298148,408858.9333,ce135766-7144-11e5-ba71-058fbc01cf0b,female,2008,Shih Tzu,Pure Breed,Toy,190,1,0,einstein,355,7,2,1,Cary,NC,27519,US,0,0,05/13/2015 02:44:00 PM,2
fd3cd40e-7144-11e5-ba71-058fbc01cf0b,10,0.038900463,56.01666659,ce139cb2-7144-11e5-ba71-058fbc01cf0b,male,2009,Doberman Pinscher,Pure Breed,Working,80,0,1,0,2,1,1,1,Carrboro,NC,28412,US,0,0,01/00/1900 12:00:00 AM,1
fd3cd4d6-7144-11e5-ba71-058fbc01cf0b,20,6.177314815,8895.333333,ce139e1a-7144-11e5-ba71-058fbc01cf0b,female,2007,German Shepherd Dog,Pure Breed,Herding,70,1,0,charmer,7,1,1,1,Melbourne,NM,87540,US,0,0,01/00/1900 12:00:00 AM,1
fd3cd8d2-7144-11e5-ba71-058fbc01cf0b,7,13.75975694,19814.05,ce13a108-7144-11e5-ba71-058fbc01cf0b,male,2010,Pembroke Welsh Corgi,Pure Breed,Herding,20,1,0,0,5,1,2,1,Alexandria,KS,66085,US,0,0,01/00/1900 12:00:00 AM,2
fd3cd99a-7144-11e5-ba71-058fbc01cf0b,20,12.12572917,17461.05,ce13a5cc-7144-11e5-ba71-058fbc01cf0b,male,2010,English Cocker Spaniel-Cocker Spaniel Mix,Cross Breed,0,20,1,0,renaissance-dog,12,3,3,1,Alexandria,NY,14610,US,0,0,01/00/1900 12:00:00 AM,3
fd3cec50-7144-11e5-ba71-058fbc01cf0b,4,0.026400463,38.01666666,ce13a734-7144-11e5-ba71-058fbc01cf0b,female,2010,Rottweiler,Pure Breed,Working,70,1,0,0,4,2,1,1,Singapore,CA,91301,US,0,0,01/00/1900 12:00:00 AM,1
fd3cf5c4-7144-11e5-ba71-058fbc01cf0b,4,0.007731481,11.13333329,ce13a734-7144-11e5-ba71-058fbc01cf0b,male,2011,German Shepherd Dog,Pure Breed,Herding,80,1,0,0,4,2,1,1,Singapore,CA,91301,US,0,0,01/00/1900 12:00:00 AM,1
fd3cf678-7144-11e5-ba71-058fbc01cf0b,7,0.023032407,33.16666665,ce13a7e8-7144-11e5-ba71-058fbc01cf0b,female,2010,Cavalier King Charles Spaniel-Bichon Frise Mix,Cross Breed,0,10,1,0,0,4,1,1,1,Mountain View,MA,01890,US,0,0,05/26/2014 08:11:00 PM,1
fd3cf718-7144-11e5-ba71-058fbc01cf0b,17,20.09795139,28941.05,ce135e14-7144-11e5-ba71-058fbc01cf0b,female,2012,Shih Tzu,Pure Breed,Toy,190,1,1,0,181,13,2,1,Raleigh,NC,27606,US,1,0,01/00/1900 12:00:00 AM,2
fd3cf8ee-7144-11e5-ba71-058fbc01cf0b,20,2.994444444,4312,ce13b152-7144-11e5-ba71-058fbc01cf0b,female,2006,Bedlington Terrier,Pure Breed,Terrier,10,1,1,protodog,8,1,1,0,Mountain View,OR,97501,US,0,0,01/00/1900 12:00:00 AM,1
fd3cf984-7144-11e5-ba71-058fbc01cf0b,4,0.008252315,11.88333325,ce21d7d2-7144-11e5-ba71-058fbc01cf0b,male,2009,Labrador Retriever,Pure Breed,Sporting,100,1,0,0,7,2,3,1,Bloomfield Hills,MO,64119,US,0,0,01/00/1900 12:00:00 AM,3
fd3cfa1a-7144-11e5-ba71-058fbc01cf0b,4,0.008402778,12.10000008,ce21d7d2-7144-11e5-ba71-058fbc01cf0b,female,2001,Russell Terrier,Pure Breed,Terrier,10,1,0,0,7,2,3,1,Bloomfield Hills,MO,64119,US,0,0,01/00/1900 12:00:00 AM,3
fd3cfab0-7144-11e5-ba71-058fbc01cf0b,38,744.3329977,1071839.517,ce137fca-7144-11e5-ba71-058fbc01cf0b,male,2010,Poodle,Pure Breed,Non-Sporting,10,1,0,charmer,41,3,2,1,Owings,MD,20736,US,0,0,07/01/2015 02:21:00 PM,2
fd3cfcfe-7144-11e5-ba71-058fbc01cf0b,20,6.505069444,9367.3,ce21df2a-7144-11e5-ba71-058fbc01cf0b,male,2004,Irish Setter,Pure Breed,Sporting,80,1,0,socialite,24,3,2,1,Bloomfield Hills,FL,33881,US,0,0,11/02/2014 01:48:00 PM,2
fd3cfd94-7144-11e5-ba71-058fbc01cf0b,20,101.8508681,146665.25,ce21e11e-7144-11e5-ba71-058fbc01cf0b,male,2008,German Shepherd Dog,Pure Breed,Herding,80,1,0,expert,23,2,2,1,Philadelphia,CT,06234,US,0,0,05/20/2015 04:13:00 PM,2
fd3cfe2a-7144-11e5-ba71-058fbc01cf0b,20,6.032395833,8686.65,ce21df2a-7144-11e5-ba71-058fbc01cf0b,male,2006,Irish Setter,Pure Breed,Sporting,80,1,0,socialite,24,3,2,1,Bloomfield Hills,FL,33881,US,0,0,11/02/2014 01:48:00 PM,2
fd3cfeb6-7144-11e5-ba71-058fbc01cf0b,20,143.8532292,207148.65,ce21e11e-7144-11e5-ba71-058fbc01cf0b,female,2007,Poodle,Pure Breed,Non-Sporting,50,1,0,protodog,23,2,2,1,Philadelphia,CT,06234,US,0,0,05/20/2015 04:13:00 PM,2
fd3cff4c-7144-11e5-ba71-058fbc01cf0b,21,43.03851852,61975.46667,ce21df2a-7144-11e5-ba71-058fbc01cf0b,male,2012,Irish Red and White Setter,Pure Breed,Sporting,40,1,0,charmer,24,3,2,1,Bloomfield Hills,FL,33881,US,0,0,11/02/2014 01:48:00 PM,2
fd3d0078-7144-11e5-ba71-058fbc01cf0b,10,0.793356481,1142.433333,ce21e736-7144-11e5-ba71-058fbc01cf0b,female,2010,Poodle-Cocker Spaniel Mix,Cross Breed,0,20,1,1,0,2,1,1,0,Durham,NY,10065,US,0,0,01/00/1900 12:00:00 AM,1
fd3d01ae-7144-11e5-ba71-058fbc01cf0b,11,208.1271296,299703.0667,ce21e826-7144-11e5-ba71-058fbc01cf0b,male,2011,American Pit Bull Terrier,Pure Breed,Terrier,70,1,0,0,7,1,1,1,Test,NJ,07035,US,0,0,01/00/1900 12:00:00 AM,1
fd3d03fc-7144-11e5-ba71-058fbc01cf0b,4,0.0065625,9.450000041,ce21f122-7144-11e5-ba71-058fbc01cf0b,female,2010,Golden Retriever,Pure Breed,Sporting,50,1,0,0,8,2,2,1,Test,IL,60614,US,0,0,11/26/2014 05:31:00 PM,2
fd3d0492-7144-11e5-ba71-058fbc01cf0b,14,18.98548611,27339.1,ce21f528-7144-11e5-ba71-058fbc01cf0b,female,2011,Beagle-Schipperke Mix,Cross Breed,0,20,1,1,0,5,1,2,1,Davis,GA,30092,US,0,0,07/19/2014 12:02:00 AM,2
fd3d05be-7144-11e5-ba71-058fbc01cf0b,11,0.034664352,49.91666682,ce22007c-7144-11e5-ba71-058fbc01cf0b,female,2010,Greyhound,Pure Breed,Hound,50,1,0,0,7,1,1,1,Davis,FL,32205,US,0,0,01/00/1900 12:00:00 AM,1
fd3d064a-7144-11e5-ba71-058fbc01cf0b,16,8.004872685,11527.01667,ce22011c-7144-11e5-ba71-058fbc01cf0b,female,2002,Labrador Retriever-Golden Retriever Mix,Cross Breed,0,60,1,0,0,17,3,1,1,Davis,TX,77386,US,0,0,08/29/2015 02:16:00 AM,1
fd3d06e0-7144-11e5-ba71-058fbc01cf0b,16,8.009872685,11534.21667,ce22011c-7144-11e5-ba71-058fbc01cf0b,male,2002,Labrador Retriever-Golden Retriever Mix,Cross Breed,0,70,1,0,0,17,3,1,1,Davis,TX,77386,US,0,0,08/29/2015 02:16:00 AM,1
fd3d0776-7144-11e5-ba71-058fbc01cf0b,20,55.14148148,79403.73333,ce2202e8-7144-11e5-ba71-058fbc01cf0b,female,2011,Labrador Retriever,Pure Breed,Sporting,50,1,0,einstein,46,3,2,1,Goshen,OH,45122,US,0,0,09/20/2015 11:04:00 PM,2
fd3d080c-7144-11e5-ba71-058fbc01cf0b,4,0.006030093,8.683333341,ce2202e8-7144-11e5-ba71-058fbc01cf0b,female,2011,Boston Terrier-Chihuahua Mix,Cross Breed,0,10,1,0,0,46,3,2,1,Goshen,OH,45122,US,0,0,09/20/2015 11:04:00 PM,2
fd3d0898-7144-11e5-ba71-058fbc01cf0b,45,362.5257292,522037.05,ce2203f6-7144-11e5-ba71-058fbc01cf0b,female,2011,American Pit Bull Terrier,Pure Breed,0,50,1,0,socialite,91,1,2,1,Spokane,WA,99208,US,0,0,05/18/2015 02:51:00 AM,2
fd3d0938-7144-11e5-ba71-058fbc01cf0b,20,15.91638889,22919.6,ce2204a0-7144-11e5-ba71-058fbc01cf0b,male,2006,Mixed,Mixed Breed/ Other/ I Don't Know,0,40,1,1,socialite,28,2,2,1,Saint Louis,MO,63109,US,0,0,05/27/2015 08:41:00 PM,2
fd3d09ce-7144-11e5-ba71-058fbc01cf0b,20,15.93611111,22948,ce2204a0-7144-11e5-ba71-058fbc01cf0b,female,2011,Beagle-Cavalier King Charles Spaniel Mix,Cross Breed,0,20,1,1,ace,28,2,2,1,Saint Louis,MO,63109,US,0,0,05/27/2015 08:41:00 PM,2
